Event,Count,SysTime
Feed1,275,526945.56140799995
Lick1,1,526945.71740800003
Lick1,2,526945.99142400001
Lick1,0,526946.29542400001
Feed1,276,526946.307424
Lick1,1,526946.87142400001
Lick1,2,526947.58537600003
Lick1,0,526948.02739199996
Feed1,277,526948.03939199995
Lick1,1,526948.16137600003
Lick1,2,526948.30137600005
Lick1,0,526948.43737599999
Feed1,278,526948.44937599998
Lick1,1,526948.57139199995
Lick1,2,526949.28537599999
Lick1,0,526949.45337600005
Feed1,279,526949.46537600004
Lick1,1,526949.59139199997
Lick1,2,526949.72739200003
Lick1,0,526950.02934400004
Feed1,280,526950.04134400003
Lick1,1,526951.15136000002
Lick1,2,526951.28735999996
Lick1,0,526951.56134400005
Feed1,281,526951.56934399996
Lick1,1,526951.99932800001
Lick1,2,526952.13532799995
Lick1,0,526952.27331199998
Feed1,282,526952.28332799999
Lick1,1,526952.78131200001
Lick1,2,526953.39331199997
Lick0,0,526955.09129600006
Feed0,16,526955.09929599997
Lick1,1,526955.11328000005
Lick1,2,526955.227296
Lick1,0,526956.17727999995
Feed1,283,526956.18928000005
Lick1,1,526956.68527999998
Lick0,2,526957.73724799999
Lick1,0,526957.74924799998
Feed1,284,526957.75926399999
Lick0,1,526957.77526400005
Lick1,2,526957.87324800005
Lick1,0,526958.28326399997
Feed1,285,526958.29526399996
Lick1,1,526958.41724800004
Lick1,2,526958.55324799998
Lick1,0,526958.68924800004
Feed1,286,526958.70124800003
Lick1,1,526959.09724799998
Lick1,2,526959.36924799997
Lick1,0,526959.64326399995
Feed1,287,526959.65126399999
Lick1,1,526959.77724800003
Lick1,2,526960.28521600005
Lick1,0,526960.42121599999
Feed1,288,526960.43321599998
Lick1,1,526961.23721599998
Lick1,2,526961.37123199995
Lick1,0,526961.51123199996
Feed1,289,526961.51923199999
Lick1,1,526961.64723200002
Lick1,2,526961.94921600004
Lick1,0,526962.80121599999
Feed1,290,526962.80921600002
Lick1,1,526962.93523199996
Lick1,2,526963.30918400001
Lick1,0,526963.44518399995
Feed1,291,526963.45718400006
Lick1,1,526963.57920000004
Lick1,2,526963.71519999998
Lick1,0,526964.02118399995
Feed1,292,526964.03520000004
Lick1,1,526964.56720000005
Lick1,2,526965.005152
Lick1,0,526965.71715200006
Feed1,293,526965.72915200004
Lick1,1,526965.92316799995
Lick1,2,526966.05715200002
Lick1,0,526966.19715200004
Feed1,294,526966.20515199995
Lick1,1,526966.331168
Lick1,2,526966.603168
Lick1,0,526966.70515199995
Feed1,295,526966.71715200006
Lick1,1,526966.90915199998
Lick1,2,526967.04515200004
Lick1,0,526967.179168
Feed1,296,526967.19116799999
Lick1,1,526967.58515199996
Lick1,2,526967.72515199997
Lick1,0,526967.85916800005
Feed1,297,526967.87116800004
Lick1,1,526968.43712000002
Lick1,2,526968.57311999996
Lick1,0,526968.70713600004
Feed1,298,526968.71913600003
Lick1,1,526968.84313599998
Lick1,2,526968.97712000005
Lick1,0,526969.14911999996
Feed1,299,526969.16313600005
Lick1,1,526969.41913599998
Lick1,2,526969.69113599998
Lick1,0,526969.82912000001
Feed1,300,526969.83712000004
Lick1,1,526969.96511999995
Lick1,2,526970.101088
Lick1,0,526970.23510399996
Feed1,301,526970.24710399995
Lick1,1,526970.54310400004
Lick1,2,526970.677088
Lick1,0,526970.81308800005
Feed1,302,526970.82508800004
Lick1,1,526970.94908799999
Lick1,2,526971.21910400002
Lick1,0,526971.39110400004
Feed1,303,526971.40310400003
Lick1,1,526971.52508799999
Lick1,2,526971.66108800005
Lick1,0,526972.07110399997
Feed1,304,526972.079104
Lick1,1,526972.37308799999
Lick1,2,526972.50908800005
Lick1,0,526972.64710399997
Feed1,305,526972.655104
Lick1,1,526972.95110399998
Lick1,2,526973.08505600004
Lick1,0,526973.66307200002
Feed1,306,526973.67507200001
Lick1,1,526974.10505599994
Lick1,2,526974.241056
Lick1,0,526974.54905599996
Feed1,307,526974.56105599995
Lick1,1,526975.12502399995
Lick1,2,526975.42902399995
Lick1,0,526975.56304000004
Feed1,308,526975.577024
Lick1,1,526976.41503999999
Lick1,2,526976.68703999999
Lick1,0,526977.43104000005
Feed1,309,526977.44304000004
Lick1,1,526977.87503999996
Lick1,2,526978.00899200002
Lick1,0,526978.45100799995
Feed1,310,526978.46300800005
Lick1,1,526978.587008
Lick1,2,526978.89299199998
Lick1,0,526979.33500800002
Feed1,311,526979.34499200003
Lick1,1,526979.50499199994
Lick1,2,526979.94700799999
Lick1,0,526980.24896
Feed1,312,526980.26095999999
Lick1,1,526980.58895999996
Lick1,2,526980.998976
Lick1,0,526981.13497599994
Feed1,313,526981.14697600005
Lick1,1,526981.26896000002
Lick1,2,526982.45695999998
Lick1,0,526982.59296000004
Feed1,314,526982.60496000003
Lick1,1,526982.72697600001
Lick1,2,526982.86697600002
Lick1,0,526983.03494399996
Feed1,315,526983.04694399994
Lick1,1,526983.37494400004
Lick1,2,526983.508928
Lick1,0,526983.64492800005
Feed1,316,526983.65692800004
Lick1,1,526983.78092799999
Lick1,2,526984.08694399998
Lick1,0,526984.22294400004
Feed1,317,526984.23494400003
Lick1,1,526984.35692799999
Lick1,2,526984.49692800001
Lick1,0,526984.63292799995
Feed1,318,526984.64092799998
Lick1,1,526984.79894400004
Lick1,2,526985.03689600003
Lick1,0,526985.20889600005
Feed1,319,526985.21689599997
Lick1,1,526985.344896
Lick1,2,526985.47891199996
Lick1,0,526985.92291199998
Feed1,320,526985.93091200001
Lick1,1,526986.05689600005
Lick1,2,526986.15891200001
Lick1,0,526986.29491199995
Feed1,321,526986.30691199994
Lick1,1,526986.46291200002
Lick1,2,526986.59689599997
Lick1,0,526986.73689599999
Feed1,322,526986.74489600002
Lick1,1,526986.87289600004
Lick1,2,526987.00691200001
Lick1,0,526987.14291199995
Feed1,323,526987.15491200006
Lick1,1,526987.27891200001
Lick1,2,526987.51491200004
Lick1,0,526987.65091199998
Feed1,324,526987.66291199997
Lick1,1,526987.78889600001
Lick1,2,526988.060864
Lick1,0,526988.29686400003
Feed1,325,526988.30886400002
Lick1,1,526988.43286399997
Lick1,2,526988.60486399999
Lick1,0,526988.74086400005
Feed1,326,526988.74886399996
Lick1,1,526988.87488000002
Lick1,2,526989.04287999996
Lick1,0,526989.17888000002
Feed1,327,526989.19088000001
Lick1,1,526989.31686400005
Lick1,2,526989.484864
Lick1,0,526989.58687999996
Feed1,328,526989.59887999995
Lick1,1,526989.75488000002
Lick1,2,526990.16483200004
Lick1,0,526990.33283199999
Feed1,329,526990.34483199997
Lick1,1,526990.77484800003
Lick1,2,526990.87683199998
Lick1,0,526991.04483200004
Feed1,330,526991.05884800002
Lick1,1,526991.21683199995
Lick1,2,526991.72684799996
Lick1,0,526991.86083200003
Feed1,331,526991.87283200002
Lick1,1,526991.99683199998
Lick1,2,526992.30284799996
Lick1,0,526992.47484799998
Feed1,332,526992.48284800001
Lick1,1,526992.64284800005
Lick1,2,526992.77884799999
Lick1,0,526992.91283199994
Feed1,333,526992.92483200005
Lick1,1,526993.04879999999
Lick1,2,526993.32281599997
Lick1,0,526993.90079999994
Feed1,334,526993.90879999998
Lick1,1,526994.0368
Lick1,2,526994.78079999995
Lick1,0,526995.08880000003
Feed1,335,526995.10080000001
Lick1,1,526995.22281599999
Lick1,2,526995.39081600006
Lick1,0,526996.61676799995
Feed1,336,526996.62876800005
Lick1,1,526996.75078400003
Lick1,2,526996.88678399997
Lick1,0,526997.05878399999
Feed1,337,526997.06678400002
Lick1,1,526997.19276799995
Lick1,2,526997.49676799995
Lick1,0,526997.63078400004
Feed1,338,526997.644768
Lick1,1,526997.938784
Lick1,2,526998.48473599995
Lick1,0,526998.61875200004
Feed1,339,526998.63075200003
Lick1,1,526999.46675200004
Lick1,2,526999.60275199998
Lick1,0,526999.90876799996
Feed1,340,526999.92073599994
Lick1,1,527000.04473600001
Lick1,2,527000.38473599998
Lick1,0,527000.654752
Feed1,341,527000.66675199999
Lick1,1,527000.96275199996
Lick1,2,527001.13072000002
Lick1,0,527001.26470399997
Feed1,342,527001.27670399996
Lick1,1,527001.60470400006
Lick1,2,527001.740704
Lick1,0,527002.316704
Feed1,343,527002.33071999997
Lick1,1,527002.52272000001
Lick1,2,527003.23468800006
Lick1,0,527003.370688
Feed1,344,527003.38268799998
Lick1,1,527003.67667199997
Lick1,2,527003.81267200003
Lick1,0,527004.11868800002
Feed1,345,527004.12867200002
Lick1,1,527004.69667199999
Lick1,2,527005.00067199999
Lick1,0,527005.13468799996
Feed1,346,527005.14668799995
Lick1,1,527005.27068800002
Lick1,2,527005.54467199999
Lick1,0,527006.12265599996
Feed1,347,527006.13065599999
Lick1,1,527006.29065600003
Lick1,2,527006.52864000003
Lick0,0,527010.66860800004
Feed0,17,527010.68060800002
Lick1,1,527010.68860800005
Lick1,2,527011.040576
Lick1,0,527011.18057600001
Feed1,348,527011.18857600004
Lick1,1,527011.61859199998
Lick1,2,527011.758592
Lick0,0,527017.52851199999
Feed0,18,527017.53651200002
Lick1,1,527017.54851200001
Lick1,2,527017.73052800004
Lick1,0,527018.24249600002
Feed1,349,527018.25449600001
Lick1,1,527018.37647999998
Lick1,2,527018.646496
Lick1,0,527019.19247999997
Feed1,350,527019.20447999996
Lick1,1,527019.66649600002
Lick1,2,527019.87248000002
Lick0,0,527029.07036799996
Feed0,19,527029.08035199996
Lick1,1,527029.09036799998
Lick1,2,527029.20636800001
Lick1,0,527029.61635200004
Feed1,351,527029.62435199996
Lick1,1,527029.85436799994
Lick1,2,527030.42633599997
Lick1,0,527030.66431999998
Feed1,352,527030.67631999997
Lick1,1,527030.80233600002
Lick1,2,527031.27833600005
Lick1,0,527031.51632000005
Feed1,353,527031.52431999997
Lick1,1,527032.12630400003
Lick1,2,527032.26230399997
Lick1,0,527033.24428800005
Feed1,354,527033.25628800003
Lick1,1,527033.38428799994
Lick1,2,527033.65430399997
Lick1,0,527033.79030400002
Feed1,355,527033.80230400001
Lick1,1,527034.13030399999
Lick1,2,527034.26428799995
Lick1,0,527035.21427200001
Feed1,356,527035.226272
Lick1,1,527035.65625600005
Lick1,2,527035.76025599998
Lick1,0,527035.89427199995
Feed1,357,527035.90627200005
Lick1,1,527036.030272
Lick1,2,527036.16425599996
Lick0,0,527044.41417600005
Feed0,20,527044.42617600004
Lick1,1,527044.43417599995
Lick1,2,527044.55017599999
Lick1,0,527044.72217600001
Feed1,358,527044.734176
Lick1,1,527044.89017599996
Lick1,2,527045.570144
Lick0,0,527102.63539199997
Feed0,21,527102.64739199996
Lick1,1,527102.65539199999
Lick0,2,527103.48739200004
Lick1,0,527103.49539199995
Feed1,359,527103.50739200006
Lick1,1,527103.65539199999
Lick1,2,527103.893408
Lick1,0,527104.19939199998
Feed1,360,527104.20739200001
Lick1,1,527104.675392
Lick1,2,527105.04735999997
Lick1,0,527105.42137600004
Feed1,361,527105.43337600003
Lick1,1,527105.96537600004
Lick1,2,527106.16735999996
Lick1,0,527106.30137600005
Feed1,362,527106.31337600003
Lick1,1,527106.67737599998
Lick1,2,527106.94937599998
Lick1,0,527107.25532800006
Feed1,363,527107.26332799997
Lick1,1,527107.391328
Lick1,2,527107.89932800003
Lick1,0,527108.033344
Feed1,364,527108.04534399998
Lick1,1,527108.40732799994
Lick1,2,527108.95132800005
Lick1,0,527109.45932799997
Feed1,365,527109.47132799996
Lick1,1,527109.59932799998
Lick1,2,527109.73334399995
Lick1,0,527110.651296
Feed1,366,527110.65929600003
Lick1,1,527111.08931199997
Lick1,2,527111.46329600003
Lick1,0,527111.94131200004
Feed1,367,527111.94931199995
Lick1,1,527112.07727999997
Lick1,2,527112.21126400004
Lick1,0,527112.44927999994
Feed1,368,527112.46128000005
Lick1,1,527112.89126399998
Lick1,2,527113.26528000005
Lick1,0,527113.39926400001
Feed1,369,527113.41126399999
Lick1,1,527113.53526399995
Lick1,2,527113.66928000003
Lick1,0,527113.90726400004
Feed1,370,527113.92128000001
Lick1,1,527114.04326399998
Lick1,2,527114.31727999996
Lick1,0,527114.45126400003
Feed1,371,527114.46528
Lick1,1,527114.58726399997
Lick1,2,527114.72326400003
Lick0,0,527116.693248
Feed0,22,527116.70124800003
Lick1,1,527116.71324800001
Lick1,2,527116.82924800005
Lick1,0,527117.13520000002
Feed1,372,527117.14320000005
Lick1,1,527117.67721600004
Lick1,2,527118.59321600001
Lick1,0,527118.83120000002
Feed1,373,527118.8432
Lick1,1,527118.96521599998
Lick1,2,527119.137216
Lick0,0,527143.03689600003
Feed0,23,527143.05088
Lick1,1,527143.05888000003
Lick0,2,527156.65871999995
Lick1,0,527156.65871999995
Feed1,374,527156.65871999995
Lick0,1,527158.78870399995
Lick1,2,527158.79868799995
Lick1,0,527159.12867200002
Feed1,375,527159.14265599998
Lick1,1,527159.74067199999
Lick1,2,527160.25267199997
Lick1,0,527160.35465600004
Feed1,376,527160.36265599995
Lick1,1,527160.45267200004
Lick0,2,527224.15187199996
Lick1,0,527224.15987199999
Feed1,377,527224.17187199998
Lick0,1,527255.52547200001
Lick1,2,527255.53347200004
Lick1,0,527255.76147200004
Feed1,378,527255.76947199996
Lick1,1,527256.37344
Lick1,2,527256.60944000003
Lick1,0,527256.74543999997
Feed1,379,527256.75743999996
Lick1,1,527257.15545600001
Lick1,2,527257.28943999996
Lick1,0,527257.42544000002
Feed1,380,527257.43744000001
Lick1,1,527257.69545600004
Lick1,2,527258.20342399995
Lick1,0,527258.34140799998
Feed1,381,527258.35142399999
Lick1,1,527258.64540799998
Lick1,2,527258.78140800004
Lick1,0,527258.91942399996
Feed1,382,527258.92742399999
Lick1,1,527259.42742399999
Lick1,2,527259.56342400005
Lick1,0,527260.07142399997
Feed1,383,527260.08342399995
Lick1,1,527260.209408
Lick1,2,527260.34540800005
Lick1,0,527260.48140799999
Feed1,384,527260.49340799998
Lick1,1,527260.61542399996
Lick1,2,527260.98742400005
Lick1,0,527261.16137600003
Feed1,385,527261.16937599995
Lick1,1,527261.295392
Lick1,2,527261.43139200006
Lick1,0,527261.93939199997
Feed1,386,527261.95139199996
Lick1,1,527262.07337600004
Lick1,2,527262.34739200003
Lick1,0,527262.48339199997
Feed1,387,527262.49545599998
Lick1,1,527262.75337599998
Lick1,2,527262.85539200006
Lick1,0,527263.12736000004
Feed1,388,527263.13936000003
Lick1,1,527263.26534399996
Lick1,2,527263.40134400001
Lick1,0,527263.77334399999
Feed1,389,527263.78534399997
Lick1,1,527264.04336000001
Lick1,2,527264.17935999995
Lick1,0,527264.31734399998
Feed1,390,527264.32736
Lick1,1,527264.45334400004
Lick1,2,527264.58934399998
Lick1,0,527264.72335999995
Feed1,391,527264.73536000005
Lick1,1,527265.13331199996
Lick1,2,527265.53932800004
Lick1,0,527265.84531200002
Feed1,392,527265.85532800003
Lick1,1,527265.98131199996
Lick1,2,527266.14931200002
Lick1,0,527266.28531199996
Feed1,393,527266.29731199995
Lick1,1,527266.423328
Lick1,2,527266.55932799994
Lick1,0,527266.69331200002
Feed1,394,527266.70531200001
Lick1,1,527266.96332800004
Lick1,2,527267.13532799995
Lick1,0,527267.271328
Feed1,395,527267.28332799999
Lick1,1,527267.40732799994
Lick1,2,527267.54131200002
Lick1,0,527267.67731199996
Feed1,396,527267.68931199994
Lick1,1,527267.98332799994
Lick1,2,527268.11929599999
Lick1,0,527268.25529600005
Feed1,397,527268.26729600003
Lick1,1,527268.38928
Lick1,2,527268.52928000002
Lick1,0,527268.93328
Feed1,398,527268.94729599997
Lick1,1,527269.107296
Lick1,2,527269.24127999996
Lick1,0,527269.37728000002
Feed1,399,527269.38928
Lick1,1,527269.78128
Lick1,2,527269.92128000001
Lick1,0,527270.05724800006
Feed1,400,527270.06524799997
Lick1,1,527270.19126400002
Lick1,2,527270.35926399997
Lick1,0,527270.49526400003
Feed1,401,527270.50726400001
Lick1,1,527270.63324800006
Lick1,2,527270.769248
Lick1,0,527270.90524800005
Feed1,402,527270.91724800004
Lick1,1,527271.03926400002
Lick1,2,527271.17526399996
Lick1,0,527271.30924800003
Feed1,403,527271.32124800002
Lick1,1,527271.44924800005
Lick1,2,527271.58326400002
Lick1,0,527271.71926399996
Feed1,404,527271.73324800003
Lick1,1,527271.85526400001
Lick1,2,527271.98924799997
Lick1,0,527272.12524800003
Feed1,405,527272.13724800001
Lick1,1,527272.39926400001
Lick1,2,527272.53526399995
Lick1,0,527272.83724799997
Feed1,406,527272.84924799995
Lick1,1,527272.97724799998
Lick1,2,527273.11123200005
Lick1,0,527273.24723199999
Feed1,407,527273.25923199998
Lick1,1,527273.38323200005
Lick1,2,527273.51721600001
Lick1,0,527273.65321599995
Feed1,408,527273.66521600005
Lick1,1,527274.09523199999
Lick1,2,527274.23123200005
Lick1,0,527274.40323199995
Feed1,409,527274.41523200006
Lick1,1,527274.84521599999
Lick1,2,527275.11523200001
Lick1,0,527275.41721600003
Feed1,410,527275.431232
Lick1,1,527276.13520000002
Lick1,2,527276.27119999996
Lick1,0,527276.88118400006
Feed1,411,527276.89318400004
Lick1,1,527277.01520000002
Lick1,2,527277.18720000004
Lick1,0,527277.49120000005
Feed1,412,527277.50320000004
Lick1,1,527277.96518399997
Lick1,2,527278.10115200002
Lick1,0,527278.40915199998
Feed1,413,527278.42115199997
Lick1,1,527278.54316799995
Lick0,2,527335.21244799998
Lick1,0,527335.22044800001
Feed1,414,527335.23446399998
Lick0,1,527335.688448
Lick1,2,527335.69644800003
Lick0,0,527335.72044800001
Feed0,24,527335.72844800004
Lick1,1,527336.22841600003
Lick1,2,527336.46643200004
Lick1,0,527337.18243199994
Feed1,415,527337.19043199997
Lick1,1,527337.85843200004
Lick0,2,527387.36179200001
Lick1,0,527387.373792
Feed1,416,527387.38179200003
Lick1,1,527387.59977600002
Lick0,2,527421.85532800003
Lick1,0,527421.86332799995
Feed1,417,527421.87734400004
Lick0,1,527422.46531200001
Lick1,2,527422.477312
Lick1,0,527422.83929599996
Feed1,418,527422.85129599995
Lick1,1,527422.977312
Lick1,2,527423.21529600001
Lick1,0,527423.55129600002
Feed1,419,527423.56329600001
Lick1,1,527423.78931200004
Lick1,2,527424.16531199997
Lick1,0,527424.30131200003
Feed1,420,527424.31331200001
Lick1,1,527424.80931200006
Lick1,2,527425.04726400005
Lick1,0,527425.18128000002
Feed1,421,527425.19328000001
Lick1,1,527425.45526399999
Lick1,2,527425.96326400002
Lick1,0,527426.09926399996
Feed1,422,527426.11126399995
Lick1,1,527426.57328000001
Lick1,2,527426.91327999998
Lick1,0,527427.04924800002
Feed1,423,527427.06124800001
Lick1,1,527427.55724800006
Lick1,2,527427.69724799995
Lick1,0,527428.06924800004
Feed1,424,527428.08124800003
Lick1,1,527428.203232
Lick1,2,527428.60924799996
Lick1,0,527428.98524800001
Feed1,425,527428.997248
Lick1,1,527429.62924799998
Lick1,2,527430.47721599997
Lick1,0,527430.95331200003
Feed1,426,527430.96521599998
Lick1,1,527431.36121600005
Lick1,2,527431.46521599998
Lick0,0,527435.60515199997
Feed0,25,527435.61513599998
Lick1,1,527435.62713599997
Lick1,2,527435.94713600003
Lick1,0,527436.31913600001
Feed1,427,527436.33113599999
Lick1,1,527436.69113599998
Lick0,2,527473.76665600005
Lick1,0,527473.77465599997
Feed1,428,527473.78665599995
Lick1,1,527474.10665600002
Lick1,2,527474.47865599999
Lick0,0,527547.99171199999
Feed0,26,527547.99971200002
Lick1,1,527548.01171200001
Lick0,2,527548.46569600003
Lick1,0,527548.47369599994
Feed1,429,527548.48569600005
Lick0,1,527548.49571199995
Lick1,2,527548.837696
Lick1,0,527548.94169600005
Feed1,430,527548.95369600004
Lick1,1,527549.55168000003
Lick1,2,527549.68566399999
Lick1,0,527550.05967999995
Feed1,431,527550.07168000005
Lick1,1,527550.19766399998
Lick1,2,527550.673664
Lick1,0,527550.91168000002
Feed1,432,527550.92368000001
Lick1,1,527551.41968000005
Lick1,2,527551.62367999996
Lick1,0,527551.75968000002
Feed1,433,527551.77168000001
Lick1,1,527552.13164799998
Lick1,2,527552.43964800006
Lick1,0,527552.63964800001
Feed1,434,527552.651648
Lick1,1,527553.49164799997
Lick1,2,527553.79363199999
Lick1,0,527555.35961599997
Feed1,435,527555.367616
Lick1,1,527555.49360000005
Lick1,2,527555.62959999999
Lick1,0,527556.00159999996
Feed1,436,527556.01359999995
Lick1,1,527556.13760000002
Lick1,2,527556.411616
Lick1,0,527557.08758399996
Feed1,437,527557.09958399995
Lick1,1,527557.22556799999
Lick1,2,527557.63158399996
Lick1,0,527557.73356800003
Feed1,438,527557.747584
Lick1,1,527557.86956799997
Lick1,2,527559.159552
Lick1,0,527559.87155200006
Feed1,439,527559.88553600002
Lick1,1,527560.007552
Lick1,2,527560.14755200001
Lick1,0,527560.41753600002
Feed1,440,527560.42953600001
Lick1,1,527561.09753599996
Lick1,2,527561.46953600005
Lick1,0,527561.91155199998
Feed1,441,527561.92355199996
Lick1,1,527562.04752000002
Lick1,2,527562.31750400004
Lick1,0,527562.45350399998
Feed1,442,527562.46550399996
Lick1,1,527562.72751999996
Lick1,2,527562.86352000001
Lick1,0,527563.13350400003
Feed1,443,527563.14550400001
Lick1,1,527563.54351999995
Lick1,2,527563.67750400002
Lick1,0,527563.81350399996
Feed1,444,527563.82550399995
Lick1,1,527563.94752000005
Lick1,2,527564.21747200005
Lick1,0,527564.35747199995
Feed1,445,527564.36547199998
Lick1,1,527565.17148799996
Lick1,2,527565.30748800002
Lick1,0,527565.78348800004
Feed1,446,527565.79548800003
Lick1,1,527566.22547199996
Lick1,2,527566.80348799995
Lick1,0,527567.24144000001
Feed1,447,527567.25344
Lick0,1,527569.21142399998
Lick1,2,527569.21942400001
Lick1,0,527569.41542400001
Feed1,448,527569.42742399999
Lick1,1,527569.51740799996
Lick1,2,527569.99340799998
Lick1,0,527570.12940800004
Feed1,449,527570.14140800002
Lick0,1,527583.43926400004
Lick1,2,527583.44924800005
Lick0,0,527583.98124800005
Feed0,27,527583.99324800004
Lick1,1,527584.00121599995
Lick0,2,527584.00921599998
Lick1,0,527584.11523200001
Feed1,450,527584.12921599997
Lick0,1,527631.99263999995
Lick1,2,527632.00464000006
Lick1,0,527632.33264000004
Feed1,451,527632.34464000002
Lick1,1,527632.70867199998
Lick1,2,527632.80867199996
Lick1,0,527632.94665599999
Feed1,452,527632.95465600002
Lick1,1,527633.69062400004
Lick1,2,527633.82662399998
Lick1,0,527634.33462400001
Feed1,453,527634.346624
Lick1,1,527634.57260800002
Lick1,2,527634.71260800003
Lick1,0,527635.18659199995
Feed1,454,527635.19459199999
Lick1,1,527635.55859200004
Lick1,2,527636.23859199998
Lick1,0,527636.40659200004
Feed1,455,527636.41859200003
Lick1,1,527636.64457600005
Lick1,2,527636.78057599999
Lick1,0,527636.91459199996
Feed1,456,527636.92659199995
Lick1,1,527637.01859200001
Lick1,2,527637.15657600004
Lick1,0,527637.39459200006
Feed1,457,527637.40259199997
Lick1,1,527637.52857600001
Lick1,2,527637.66457599995
Lick1,0,527638.17254399997
Feed1,458,527638.18454399996
Lick1,1,527638.30854400003
Lick1,2,527638.44655999995
Lick1,0,527638.58256000001
Feed1,459,527638.59056000004
Lick1,1,527639.09056000004
Lick1,2,527639.73654399998
Lick1,0,527640.34652799997
Feed1,460,527640.36051200004
Lick1,1,527640.88851199998
Lick1,2,527641.12652799999
Lick1,0,527641.26451200002
Feed1,461,527641.27251200005
Lick1,1,527642.31651200005
Lick1,2,527642.45251199999
Lick1,0,527642.82451199996
Feed1,462,527642.83651199995
Lick1,1,527643.46848000004
Lick1,2,527643.60848000005
Lick1,0,527643.74249600002
Feed1,463,527643.75449600001
Lick0,1,527663.19824000006
Lick1,2,527663.20623999997
Lick1,0,527663.39824000001
Feed1,464,527663.41222399997
Lick1,1,527663.63622400002
Lick1,2,527663.77433599997
Lick1,0,527663.91024
Feed1,465,527663.92223999999
Lick1,1,527664.04620800004
Lick1,2,527664.59020800004
Lick1,0,527664.82819200004
Feed1,466,527664.83619199996
Lick1,1,527664.96220800001
Lick1,2,527665.43820800004
Lick1,0,527665.57219199999
Feed1,467,527665.58419199998
Lick1,1,527669.374144
Lick0,2,527669.38614399999
Lick1,0,527669.78412800003
Feed1,468,527669.79612800002
Lick0,1,527709.17558399995
Lick1,2,527709.18160000001
Lick1,0,527709.50959999999
Feed1,469,527709.52159999998
Lick1,1,527709.747584
Lick1,2,527710.70160000003
Lick0,0,527740.44518399995
Feed0,28,527740.45318399998
Lick1,1,527740.46518399997
Lick0,2,527832.04003200005
Lick1,0,527832.04803199996
Feed1,470,527832.06003199995
Lick1,1,527832.17603199999
Lick1,2,527832.61801600002
Lick1,0,527833.46601600002
Feed1,471,527833.47801600001
Lick1,1,527833.94003199995
Lick1,2,527834.14598399994
Lick1,0,527834.38198399998
Feed1,472,527834.39599999995
Lick1,1,527834.65398399998
Lick1,2,527835.401984
Lick1,0,527835.60400000005
Feed1,473,527835.61600000004
Lick1,1,527835.74198399996
Lick1,2,527836.41798400006
Lick1,0,527837.335968
Feed1,474,527837.34796799999
Lick1,1,527837.53996800003
Lick1,2,527837.84796799999
Lick1,0,527837.98195199994
Feed1,475,527837.99596800003
Lick1,1,527838.117952
Lick1,2,527838.35596800002
Lick1,0,527838.45795199997
Feed1,476,527838.46995199996
Lick1,1,527838.59395200002
Lick1,2,527838.72796799999
Lick1,0,527838.965952
Feed1,477,527838.97795199999
Lick1,1,527839.10192000004
